"uniprot" "kegg" "ko" "desc" "Iteration_query-def" "Iteration_query-len" "Hit_len" "Hsp_evalue" "Hsp_identity" "Hsp_gaps" "Hsp_align-len"
"Q91ZW6" "rno:170898" "K00474" "trimethyllysine dioxygenase [EC:1.14.11.8]" "KXJ30178.1" "3214" "421" "2.04815e-45" "105" "29" "375"
"Q5F4B3" "gga:422296" "K00474" "trimethyllysine dioxygenase [EC:1.14.11.8]" "KXJ30178.1" "3214" "418" "1.81275e-44" "100" "15" "334"
"P84040" "dme:Dmel_CG31611" "K11254" "histone H4" "KXJ30178.1" "3214" "103" "1.45911e-40" "75" "0" "75"
"P84040" "dme:Dmel_CG3379" "K11254" "histone H4" "KXJ30178.1" "3214" "103" "1.45911e-40" "75" "0" "75"
"P84040" "dme:Dmel_CG33869" "K11254" "histone H4" "KXJ30178.1" "3214" "103" "1.45911e-40" "75" "0" "75"
"P84040" "dme:Dmel_CG33871" "K11254" "histone H4" "KXJ30178.1" "3214" "103" "1.45911e-40" "75" "0" "75"
"P84040" "dme:Dmel_CG33873" "K11254" "histone H4" "KXJ30178.1" "3214" "103" "1.45911e-40" "75" "0" "75"
"P84040" "dme:Dmel_CG33875" "K11254" "histone H4" "KXJ30178.1" "3214" "103" "1.45911e-40" "75" "0" "75"
"P84040" "dme:Dmel_CG33877" "K11254" "histone H4" "KXJ30178.1" "3214" "103" "1.45911e-40" "75" "0" "75"
"P84040" "dme:Dmel_CG33879" "K11254" "histone H4" "KXJ30178.1" "3214" "103" "1.45911e-40" "75" "0" "75"
"P84040" "dme:Dmel_CG33881" "K11254" "histone H4" "KXJ30178.1" "3214" "103" "1.45911e-40" "75" "0" "75"
"P84040" "dme:Dmel_CG33883" "K11254" "histone H4" "KXJ30178.1" "3214" "103" "1.45911e-40" "75" "0" "75"
"P84040" "dme:Dmel_CG33885" "K11254" "histone H4" "KXJ30178.1" "3214" "103" "1.45911e-40" "75" "0" "75"
"P84040" "dme:Dmel_CG33887" "K11254" "histone H4" "KXJ30178.1" "3214" "103" "1.45911e-40" "75" "0" "75"
"P84040" "dme:Dmel_CG33889" "K11254" "histone H4" "KXJ30178.1" "3214" "103" "1.45911e-40" "75" "0" "75"
"P84040" "dme:Dmel_CG33891" "K11254" "histone H4" "KXJ30178.1" "3214" "103" "1.45911e-40" "75" "0" "75"
"P84040" "dme:Dmel_CG33893" "K11254" "histone H4" "KXJ30178.1" "3214" "103" "1.45911e-40" "75" "0" "75"
"P84040" "dme:Dmel_CG33895" "K11254" "histone H4" "KXJ30178.1" "3214" "103" "1.45911e-40" "75" "0" "75"
"P84040" "dme:Dmel_CG33897" "K11254" "histone H4" "KXJ30178.1" "3214" "103" "1.45911e-40" "75" "0" "75"
"P84040" "dme:Dmel_CG33899" "K11254" "histone H4" "KXJ30178.1" "3214" "103" "1.45911e-40" "75" "0" "75"
"P84040" "dme:Dmel_CG33901" "K11254" "histone H4" "KXJ30178.1" "3214" "103" "1.45911e-40" "75" "0" "75"
"P84040" "dme:Dmel_CG33903" "K11254" "histone H4" "KXJ30178.1" "3214" "103" "1.45911e-40" "75" "0" "75"
"P84040" "dme:Dmel_CG33905" "K11254" "histone H4" "KXJ30178.1" "3214" "103" "1.45911e-40" "75" "0" "75"
"P84040" "dme:Dmel_CG33907" "K11254" "histone H4" "KXJ30178.1" "3214" "103" "1.45911e-40" "75" "0" "75"
"P84040" "dme:Dmel_CG33909" "K11254" "histone H4" "KXJ30178.1" "3214" "103" "1.45911e-40" "75" "0" "75"
"Q9Z0G2" "mmu:56504" "K08832" "serine/threonine-protein kinase SRPK3 [EC:2.7.11.1]" "KXJ30102.1" "3398" "565" "1.50738e-79" "115" "0" "163"
"Q9Z0G2" "mmu:56504" "K08832" "serine/threonine-protein kinase SRPK3 [EC:2.7.11.1]" "KXJ30102.1" "3398" "565" "6.26727e-75" "120" "3" "199"
"Q9UPE1" "hsa:26576" "K08832" "serine/threonine-protein kinase SRPK3 [EC:2.7.11.1]" "KXJ30102.1" "3398" "567" "3.69293e-79" "115" "0" "163"
"Q9UPE1" "hsa:26576" "K08832" "serine/threonine-protein kinase SRPK3 [EC:2.7.11.1]" "KXJ30102.1" "3398" "567" "1.83481e-74" "117" "0" "183"
"O54781" "mmu:20817" "K08831" "serine/threonine-protein kinase SRPK2 [EC:2.7.11.1]" "KXJ30102.1" "3398" "681" "4.40348e-79" "119" "0" "163"
"O54781" "mmu:20817" "K08831" "serine/threonine-protein kinase SRPK2 [EC:2.7.11.1]" "KXJ30102.1" "3398" "681" "1.28409e-75" "119" "0" "183"
"B8Y466" "ssc:100240720" "K08832" "serine/threonine-protein kinase SRPK3 [EC:2.7.11.1]" "KXJ30102.1" "3398" "566" "5.63447e-79" "116" "0" "163"
"B8Y466" "ssc:100240720" "K08832" "serine/threonine-protein kinase SRPK3 [EC:2.7.11.1]" "KXJ30102.1" "3398" "566" "2.60461e-74" "117" "0" "188"
"P78362" "hsa:6733" "K08831" "serine/threonine-protein kinase SRPK2 [EC:2.7.11.1]" "KXJ30102.1" "3398" "688" "7.91404e-79" "119" "0" "163"
"P78362" "hsa:6733" "K08831" "serine/threonine-protein kinase SRPK2 [EC:2.7.11.1]" "KXJ30102.1" "3398" "688" "2.47492e-75" "119" "0" "183"
"Q5RD27" "pon:100172042" "K15409" "serine/threonine-protein kinase SRPK1 [EC:2.7.11.1]" "KXJ30102.1" "3398" "655" "3.16367e-78" "139" "11" "267"
"Q5RD27" "pon:100172042" "K15409" "serine/threonine-protein kinase SRPK1 [EC:2.7.11.1]" "KXJ30102.1" "3398" "655" "1.00534e-75" "121" "0" "183"
"Q96SB4" "hsa:6732" "K15409" "serine/threonine-protein kinase SRPK1 [EC:2.7.11.1]" "KXJ30102.1" "3398" "655" "5.77688e-78" "117" "0" "163"
"Q96SB4" "hsa:6732" "K15409" "serine/threonine-protein kinase SRPK1 [EC:2.7.11.1]" "KXJ30102.1" "3398" "655" "8.2601e-76" "121" "0" "183"
"O70551" "mmu:20815" "K15409" "serine/threonine-protein kinase SRPK1 [EC:2.7.11.1]" "KXJ30102.1" "3398" "648" "6.16684e-77" "116" "0" "163"
"O70551" "mmu:20815" "K15409" "serine/threonine-protein kinase SRPK1 [EC:2.7.11.1]" "KXJ30102.1" "3398" "648" "1.30238e-75" "121" "0" "183"
"Q03563" "cel:CELE_B0464.5" "K15409" "serine/threonine-protein kinase SRPK1 [EC:2.7.11.1]" "KXJ30102.1" "3398" "1003" "3.21491e-68" "109" "0" "164"
"Q03563" "cel:CELE_B0464.5" "K15409" "serine/threonine-protein kinase SRPK1 [EC:2.7.11.1]" "KXJ30102.1" "3398" "1003" "1.04603e-67" "116" "0" "198"
"P08426" "rno:286911" "K01312" "trypsin [EC:3.4.21.4]" "KXJ30135.1" "1503" "247" "2.49238e-54" "106" "16" "232"
"P70059" "xla:397853" "K01312" "trypsin [EC:3.4.21.4]" "KXJ30135.1" "1503" "244" "3.86309e-54" "107" "16" "238"
"Q16651" "hsa:5652" "K08664" "prostasin [EC:3.4.21.-]" "KXJ30135.1" "1503" "343" "1.11523e-53" "107" "15" "283"
"P07477" "hsa:5644" "K01312" "trypsin [EC:3.4.21.4]" "KXJ30135.1" "1503" "247" "1.64949e-53" "105" "23" "265"
"P00762" "rno:24691" "K01312" "trypsin [EC:3.4.21.4]" "KXJ30135.1" "1503" "246" "1.52984e-52" "108" "18" "256"
"Q9ES87" "rno:192107" "K08664" "prostasin [EC:3.4.21.-]" "KXJ30135.1" "1503" "342" "1.60576e-52" "105" "15" "257"
"P00763" "rno:25052" "K01312" "trypsin [EC:3.4.21.4]" "KXJ30135.1" "1503" "246" "1.71792e-52" "99" "16" "236"
"P07477" "hsa:5644" "K01312" "trypsin [EC:3.4.21.4]" "KXJ30162.1" "2649" "247" "6.41858e-22" "49" "5" "104"
"P35031" "sasa:100137021" "K01312" "trypsin [EC:3.4.21.4]" "KXJ30162.1" "2649" "242" "1.39459e-21" "49" "4" "103"
"P35031" "sasa:100137022" "K01312" "trypsin [EC:3.4.21.4]" "KXJ30162.1" "2649" "242" "1.39459e-21" "49" "4" "103"
"P00760" "bta:615026" "K01312" "trypsin [EC:3.4.21.4]" "KXJ30162.1" "2649" "246" "3.17044e-21" "51" "5" "100"
"P00760" "bta:780933" "K01312" "trypsin [EC:3.4.21.4]" "KXJ30162.1" "2649" "246" "3.17044e-21" "51" "5" "100"
"P06872" "cfa:100686744" "K01312" "trypsin [EC:3.4.21.4]" "KXJ30162.1" "2649" "247" "7.55798e-21" "47" "5" "104"
"Q9PU85" "cjo:107308404" "K08807" "proto-oncogene serine/threonine-protein kinase Pim-3 [EC:2.7.11.1]" "KXJ30073.1" "1311" "323" "1.9999e-85" "119" "2" "259"
"Q95LJ0" "fca:493888" "K04702" "proto-oncogene serine/threonine-protein kinase Pim-1 [EC:2.7.11.1]" "KXJ30073.1" "1311" "313" "2.31335e-84" "125" "3" "253"
"Q9N0P9" "bta:281402" "K04702" "proto-oncogene serine/threonine-protein kinase Pim-1 [EC:2.7.11.1]" "KXJ30073.1" "1311" "313" "3.30359e-84" "131" "7" "277"
"P26794" "rno:24649" "K04702" "proto-oncogene serine/threonine-protein kinase Pim-1 [EC:2.7.11.1]" "KXJ30073.1" "1311" "313" "8.72924e-84" "124" "3" "253"
"P11309" "hsa:5292" "K04702" "proto-oncogene serine/threonine-protein kinase Pim-1 [EC:2.7.11.1]" "KXJ30073.1" "1311" "404" "2.40854e-83" "125" "3" "253"
"Q86V86" "hsa:415116" "K08807" "proto-oncogene serine/threonine-protein kinase Pim-3 [EC:2.7.11.1]" "KXJ30073.1" "1311" "326" "1.63976e-82" "121" "4" "260"
"P58750" "mmu:223775" "K08807" "proto-oncogene serine/threonine-protein kinase Pim-3 [EC:2.7.11.1]" "KXJ30073.1" "1311" "326" "3.88561e-82" "121" "4" "260"
"Q91822" "xla:394343" "K08807" "proto-oncogene serine/threonine-protein kinase Pim-3 [EC:2.7.11.1]" "KXJ30073.1" "1311" "323" "5.68756e-82" "117" "2" "256"
"Q9P1W9" "hsa:11040" "K08806" "proto-oncogene serine/threonine-protein kinase Pim-2 [EC:2.7.11.1]" "KXJ30073.1" "1311" "311" "8.96123e-82" "122" "5" "261"
"P97846" "rno:84008" "K07379" "contactin associated protein 1" "KXJ30161.1" "2911" "1381" "8.70534e-15" "42" "4" "110"
"O54991" "mmu:53321" "K07379" "contactin associated protein 1" "KXJ30161.1" "2911" "1385" "9.24768e-15" "42" "4" "110"
"P78357" "hsa:8506" "K07379" "contactin associated protein 1" "KXJ30161.1" "2911" "1384" "1.95243e-14" "42" "4" "110"
"Q4R5G1" "mcf:101925111" "K10364" "capping protein (actin filament) muscle Z-line, alpha" "KXJ30179.1" "2072" "286" "1.52803e-91" "146" "5" "247"
"P47755" "hsa:830" "K10364" "capping protein (actin filament) muscle Z-line, alpha" "KXJ30179.1" "2072" "286" "1.5444e-91" "146" "5" "247"
"Q2QLG4" "cjc:100409274" "K10364" "capping protein (actin filament) muscle Z-line, alpha" "KXJ30179.1" "2072" "286" "2.604e-91" "146" "5" "247"
"P28497" "gga:417771" "K10364" "capping protein (actin filament) muscle Z-line, alpha" "KXJ30179.1" "2072" "286" "3.70186e-91" "146" "5" "247"
"Q9CXF4" "mmu:66687" "K20168" "TBC1 domain family member 15" "KXJ30197.1" "2689" "671" "1.70827e-42" "93" "7" "242"
"Q8TC07" "hsa:64786" "K20168" "TBC1 domain family member 15" "KXJ30197.1" "2689" "691" "6.40849e-41" "89" "7" "242"
"Q8BYH7" "mmu:233204" "K19945" "TBC1 domain family member 17" "KXJ30197.1" "2689" "645" "7.50652e-34" "83" "7" "245"
"Q9HA65" "hsa:79735" "K19945" "TBC1 domain family member 17" "KXJ30197.1" "2689" "648" "1.40198e-33" "85" "7" "245"
"Q6BU76" "dha:DEHA2C13046g" "K20168" "TBC1 domain family member 15" "KXJ30197.1" "2689" "757" "1.63978e-32" "87" "41" "281"
"Q9UUH7" "spo:SPAC630.05" "K20168" "TBC1 domain family member 15" "KXJ30197.1" "2689" "743" "6.30303e-31" "87" "22" "256"
"P09379" "yli:YALI0F31911g" "K20168" "TBC1 domain family member 15" "KXJ30197.1" "2689" "730" "5.88868e-30" "95" "29" "297"
"Q99MV5" "mmu:83456" "K13983" "putative helicase MOV10L1 [EC:3.6.4.13]" "KXJ30189.1" "4460" "1187" "1.68929e-06" "24" "0" "56"
"Q99MV5" "mmu:83456" "K13983" "putative helicase MOV10L1 [EC:3.6.4.13]" "KXJ30189.1" "4460" "1187" "1.55924e-170" "271" "17" "484"
"Q99MV5" "mmu:83456" "K13983" "putative helicase MOV10L1 [EC:3.6.4.13]" "KXJ30189.1" "4460" "1187" "1.5206e-11" "72" "29" "260"
"Q9BXT6" "hsa:54456" "K13983" "putative helicase MOV10L1 [EC:3.6.4.13]" "KXJ30189.1" "4460" "1211" "2.91758e-170" "270" "18" "464"
"Q9BXT6" "hsa:54456" "K13983" "putative helicase MOV10L1 [EC:3.6.4.13]" "KXJ30189.1" "4460" "1211" "6.87526e-16" "79" "21" "284"
"Q9BXT6" "hsa:54456" "K13983" "putative helicase MOV10L1 [EC:3.6.4.13]" "KXJ30189.1" "4460" "1211" "4.73761e-07" "25" "0" "56"
"P23249" "mmu:17454" "K18422" "helicase MOV-10 [EC:3.6.4.13]" "KXJ30189.1" "4460" "1004" "1.40488e-118" "233" "59" "492"
"Q8GYD9" "ath:AT1G05460" "K18422" "helicase MOV-10 [EC:3.6.4.13]" "KXJ30189.1" "4460" "1002" "8.37904e-117" "246" "81" "615"
"Q9HCE1" "hsa:4343" "K18422" "helicase MOV-10 [EC:3.6.4.13]" "KXJ30189.1" "4460" "1003" "1.13073e-116" "231" "59" "492"
"Q1LXK4" "dre:556024" "K18422" "helicase MOV-10 [EC:3.6.4.13]" "KXJ30189.1" "4460" "1013" "1.68871e-115" "217" "43" "488"
"Q0V8H6" "bta:523206" "K18422" "helicase MOV-10 [EC:3.6.4.13]" "KXJ30189.1" "4460" "1003" "1.93305e-114" "230" "59" "492"
"Q1LXK5" "dre:555950" "K18422" "helicase MOV-10 [EC:3.6.4.13]" "KXJ30189.1" "4460" "1015" "4.49541e-114" "237" "92" "626"
"Q6J5K9" "dme:Dmel_CG11513" "K18432" "RNA helicase armi [EC:3.6.4.13]" "KXJ30189.1" "4460" "1188" "6.58017e-110" "232" "108" "649"
"Q5ZKD7" "gga:419872" "K18422" "helicase MOV-10 [EC:3.6.4.13]" "KXJ30189.1" "4460" "967" "5.15221e-107" "253" "114" "638"
"Q9WUE4" "mmu:56032" "K20405" "nitrogen permease regulator 2-like protein" "KXJ30194.1" "1373" "380" "5.36731e-73" "125" "0" "282"
"Q8WTW4" "hsa:10641" "K20405" "nitrogen permease regulator 2-like protein" "KXJ30194.1" "1373" "380" "8.32027e-73" "124" "0" "282"
"Q9VXA0" "dme:Dmel_CG9104" "K20405" "nitrogen permease regulator 2-like protein" "KXJ30194.1" "1373" "412" "2.09996e-56" "101" "3" "237"
"O42857" "spo:SPAC23H3.03c" "K20405" "nitrogen permease regulator 2-like protein" "KXJ30194.1" "1373" "409" "1.01157e-36" "77" "6" "227"
"P39923" "sce:YEL062W" "K20405" "nitrogen permease regulator 2-like protein" "KXJ30194.1" "1373" "615" "9.48355e-20" "53" "7" "145"
"Q9CQM0" "mmu:66257" "K16607" "nicolin-1" "KXJ30172.1" "703" "213" "1.26211e-12" "44" "16" "119"
"Q9BSH3" "hsa:84276" "K16607" "nicolin-1" "KXJ30172.1" "703" "213" "1.37251e-10" "43" "16" "119"
"Q861Y6" "cfa:608810" "K16607" "nicolin-1" "KXJ30172.1" "703" "213" "5.03693e-10" "37" "24" "99"
"Q9PU85" "cjo:107308404" "K08807" "proto-oncogene serine/threonine-protein kinase Pim-3 [EC:2.7.11.1]" "KXJ30105.1" "3963" "323" "4.64743e-42" "90" "6" "216"
"O70444" "rno:64534" "K08807" "proto-oncogene serine/threonine-protein kinase Pim-3 [EC:2.7.11.1]" "KXJ30105.1" "3963" "326" "7.20375e-41" "81" "6" "219"
"P58750" "mmu:223775" "K08807" "proto-oncogene serine/threonine-protein kinase Pim-3 [EC:2.7.11.1]" "KXJ30105.1" "3963" "326" "1.01578e-40" "81" "6" "219"
"Q86V86" "hsa:415116" "K08807" "proto-oncogene serine/threonine-protein kinase Pim-3 [EC:2.7.11.1]" "KXJ30105.1" "3963" "326" "1.06543e-40" "80" "6" "219"
"Q9P1W9" "hsa:11040" "K08806" "proto-oncogene serine/threonine-protein kinase Pim-2 [EC:2.7.11.1]" "KXJ30105.1" "3963" "311" "3.08018e-39" "81" "7" "233"
"Q91822" "xla:394343" "K08807" "proto-oncogene serine/threonine-protein kinase Pim-3 [EC:2.7.11.1]" "KXJ30105.1" "3963" "323" "1.58294e-38" "86" "6" "216"
"Q62070" "mmu:18715" "K08806" "proto-oncogene serine/threonine-protein kinase Pim-2 [EC:2.7.11.1]" "KXJ30105.1" "3963" "370" "4.3435e-37" "78" "7" "216"
"Q9N0P9" "bta:281402" "K04702" "proto-oncogene serine/threonine-protein kinase Pim-1 [EC:2.7.11.1]" "KXJ30105.1" "3963" "313" "5.18051e-36" "75" "5" "215"
"P26794" "rno:24649" "K04702" "proto-oncogene serine/threonine-protein kinase Pim-1 [EC:2.7.11.1]" "KXJ30105.1" "3963" "313" "1.9305e-35" "74" "5" "215"
"Q1RMU5" "bta:534216" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "815" "7.98274e-27" "85" "49" "251"
"Q1RMU5" "bta:534216" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "815" "6.99794e-18" "50" "5" "98"
"Q1RMU5" "bta:534216" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "815" "1.18264e-09" "28" "0" "43"
"P52756" "hsa:10181" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "815" "6.70443e-18" "50" "5" "98"
"P52756" "hsa:10181" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "815" "1.23414e-09" "28" "0" "43"
"P52756" "hsa:10181" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "815" "8.48088e-27" "85" "49" "251"
"B2GV05" "rno:300996" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "815" "1.28788e-09" "28" "0" "43"
"B2GV05" "rno:300996" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "815" "9.08834e-27" "85" "49" "251"
"B2GV05" "rno:300996" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "815" "2.94466e-18" "51" "5" "98"
"Q91YE7" "mmu:83486" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "815" "1.01696e-26" "85" "49" "251"
"Q91YE7" "mmu:83486" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "815" "3.07361e-18" "51" "5" "98"
"Q91YE7" "mmu:83486" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "815" "1.28788e-09" "28" "0" "43"
"A4IGK4" "xtr:550032" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "838" "3.50168e-24" "69" "54" "226"
"A4IGK4" "xtr:550032" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "838" "2.0953e-20" "65" "9" "139"
"A4IGK4" "xtr:550032" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "838" "9.66331e-09" "27" "0" "43"
"Q6DDU9" "xla:446596" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "749" "1.56809e-08" "27" "0" "43"
"Q6DDU9" "xla:446596" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "749" "1.40011e-23" "67" "54" "226"
"A0JMV4" "xla:779346" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "833" "2.19096e-23" "67" "54" "226"
"A0JMV4" "xla:779346" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "833" "1.12231e-18" "54" "7" "100"
"A0JMV4" "xla:779346" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "833" "1.08585e-08" "27" "0" "43"
"P70501" "rno:64510" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "852" "8.64595e-15" "41" "1" "80"
"P70501" "rno:64510" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "852" "1.15765e-09" "30" "1" "77"
"P70501" "rno:64510" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "852" "2.3676e-09" "42" "21" "149"
"P70501" "rno:64510" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "852" "1.87485e-08" "26" "0" "43"
"Q99KG3" "mmu:236732" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "930" "1.00469e-14" "41" "1" "80"
"Q99KG3" "mmu:236732" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "930" "1.20901e-10" "39" "1" "103"
"Q99KG3" "mmu:236732" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "930" "2.47825e-09" "42" "21" "149"
"Q99KG3" "mmu:236732" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "930" "2.37987e-08" "26" "0" "43"
"P98175" "hsa:8241" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "930" "1.03072e-14" "41" "1" "80"
"P98175" "hsa:8241" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "930" "1.26157e-10" "39" "1" "103"
"P98175" "hsa:8241" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "930" "2.72131e-09" "42" "21" "149"
"P98175" "hsa:8241" "K13094" "RNA-binding protein 5/10" "KXJ30163.1" "3158" "930" "2.40019e-08" "26" "0" "43"
"Q9R080" "rno:246254" "K15839" "G-protein signaling modulator 1" "KXJ30095.1" "3799" "673" "1.81286e-13" "58" "60" "263"
"Q9R080" "rno:246254" "K15839" "G-protein signaling modulator 1" "KXJ30095.1" "3799" "673" "1.67669e-07" "39" "0" "157"
"Q9R080" "rno:246254" "K15839" "G-protein signaling modulator 1" "KXJ30095.1" "3799" "673" "2.17076e-22" "69" "20" "280"
"Q9R080" "rno:246254" "K15839" "G-protein signaling modulator 1" "KXJ30095.1" "3799" "673" "3.40753e-15" "71" "22" "257"
"Q6IR34" "mmu:67839" "K15839" "G-protein signaling modulator 1" "KXJ30095.1" "3799" "673" "5.08344e-22" "68" "20" "280"
"Q6IR34" "mmu:67839" "K15839" "G-protein signaling modulator 1" "KXJ30095.1" "3799" "673" "1.97518e-13" "58" "60" "262"
"Q6IR34" "mmu:67839" "K15839" "G-protein signaling modulator 1" "KXJ30095.1" "3799" "673" "1.82954e-09" "42" "2" "164"
"Q6IR34" "mmu:67839" "K15839" "G-protein signaling modulator 1" "KXJ30095.1" "3799" "673" "1.52644e-07" "39" "0" "157"
"Q6IR34" "mmu:67839" "K15839" "G-protein signaling modulator 1" "KXJ30095.1" "3799" "673" "4.80479e-15" "71" "22" "257"
"Q86YR5" "hsa:26086" "K15839" "G-protein signaling modulator 1" "KXJ30095.1" "3799" "675" "4.12729e-16" "72" "25" "260"
"Q86YR5" "hsa:26086" "K15839" "G-protein signaling modulator 1" "KXJ30095.1" "3799" "675" "4.64864e-14" "76" "25" "296"
"Q86YR5" "hsa:26086" "K15839" "G-protein signaling modulator 1" "KXJ30095.1" "3799" "675" "3.17799e-10" "42" "2" "164"
"Q86YR5" "hsa:26086" "K15839" "G-protein signaling modulator 1" "KXJ30095.1" "3799" "675" "1.05926e-07" "38" "0" "157"
"Q86YR5" "hsa:26086" "K15839" "G-protein signaling modulator 1" "KXJ30095.1" "3799" "675" "1.75522e-20" "66" "23" "283"
"Q8VDU0" "mmu:76123" "K15837" "G-protein signaling modulator 2" "KXJ30095.1" "3799" "679" "5.81279e-16" "74" "22" "291"
"Q8VDU0" "mmu:76123" "K15837" "G-protein signaling modulator 2" "KXJ30095.1" "3799" "679" "2.48936e-13" "65" "25" "253"
"Q8VDU0" "mmu:76123" "K15837" "G-protein signaling modulator 2" "KXJ30095.1" "3799" "679" "2.94421e-09" "52" "2" "200"
"Q8VDU0" "mmu:76123" "K15837" "G-protein signaling modulator 2" "KXJ30095.1" "3799" "679" "1.48744e-19" "69" "20" "280"
"P81274" "hsa:29899" "K15837" "G-protein signaling modulator 2" "KXJ30095.1" "3799" "684" "4.41571e-16" "75" "22" "291"
"P81274" "hsa:29899" "K15837" "G-protein signaling modulator 2" "KXJ30095.1" "3799" "684" "2.42201e-13" "62" "25" "233"
"P81274" "hsa:29899" "K15837" "G-protein signaling modulator 2" "KXJ30095.1" "3799" "684" "4.05745e-09" "52" "2" "200"
"P81274" "hsa:29899" "K15837" "G-protein signaling modulator 2" "KXJ30095.1" "3799" "684" "3.35937e-19" "67" "20" "280"
"P81274" "hsa:29899" "K15837" "G-protein signaling modulator 2" "KXJ30075.1" "2844" "684" "7.68376e-16" "71" "26" "284"
"P81274" "hsa:29899" "K15837" "G-protein signaling modulator 2" "KXJ30075.1" "2844" "684" "1.07531e-08" "71" "26" "293"
"P81274" "hsa:29899" "K15837" "G-protein signaling modulator 2" "KXJ30075.1" "2844" "684" "7.23557e-25" "83" "28" "318"
"Q9R080" "rno:246254" "K15839" "G-protein signaling modulator 1" "KXJ30075.1" "2844" "673" "3.74689e-11" "55" "0" "191"
"Q9R080" "rno:246254" "K15839" "G-protein signaling modulator 1" "KXJ30075.1" "2844" "673" "6.08678e-10" "73" "26" "296"
"Q9R080" "rno:246254" "K15839" "G-protein signaling modulator 1" "KXJ30075.1" "2844" "673" "9.95491e-25" "84" "28" "318"
"Q9R080" "rno:246254" "K15839" "G-protein signaling modulator 1" "KXJ30075.1" "2844" "673" "2.37996e-12" "66" "60" "324"
"Q6IR34" "mmu:67839" "K15839" "G-protein signaling modulator 1" "KXJ30075.1" "2844" "673" "3.35132e-11" "55" "0" "191"
"Q6IR34" "mmu:67839" "K15839" "G-protein signaling modulator 1" "KXJ30075.1" "2844" "673" "5.1718e-10" "73" "26" "296"
"Q6IR34" "mmu:67839" "K15839" "G-protein signaling modulator 1" "KXJ30075.1" "2844" "673" "2.40847e-24" "83" "28" "318"
"Q6IR34" "mmu:67839" "K15839" "G-protein signaling modulator 1" "KXJ30075.1" "2844" "673" "2.09217e-12" "66" "60" "324"
"Q8VDU0" "mmu:76123" "K15837" "G-protein signaling modulator 2" "KXJ30075.1" "2844" "679" "3.03353e-24" "83" "28" "318"
"Q8VDU0" "mmu:76123" "K15837" "G-protein signaling modulator 2" "KXJ30075.1" "2844" "679" "6.75452e-16" "73" "26" "294"
"Q86YR5" "hsa:26086" "K15839" "G-protein signaling modulator 1" "KXJ30075.1" "2844" "675" "7.04223e-13" "69" "17" "301"
"Q86YR5" "hsa:26086" "K15839" "G-protein signaling modulator 1" "KXJ30075.1" "2844" "675" "3.53632e-11" "69" "23" "297"
"Q86YR5" "hsa:26086" "K15839" "G-protein signaling modulator 1" "KXJ30075.1" "2844" "675" "5.91765e-11" "53" "0" "191"
"Q86YR5" "hsa:26086" "K15839" "G-protein signaling modulator 1" "KXJ30075.1" "2844" "675" "9.90161e-24" "82" "31" "321"
"P81274" "hsa:29899" "K15837" "G-protein signaling modulator 2" "KXJ30138.1" "2222" "684" "2.72979e-12" "69" "22" "286"
"P81274" "hsa:29899" "K15837" "G-protein signaling modulator 2" "KXJ30138.1" "2222" "684" "1.14184e-11" "53" "0" "179"
"P81274" "hsa:29899" "K15837" "G-protein signaling modulator 2" "KXJ30138.1" "2222" "684" "6.44588e-14" "71" "20" "294"
