"id","ko","Iteration_query.def","log2FoldChange","padj","Factor","qCov","n","desc","category","class","path","direction"
"ko04068","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Environmental Information Processing"," Signal transduction","FoxO signaling pathway","Up"
"ko04070","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Environmental Information Processing"," Signal transduction","Phosphatidylinositol signaling system","Down"
"ko04071","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Environmental Information Processing"," Signal transduction","Sphingolipid signaling pathway","Up"
"ko04071","K03173","KXJ06389.1",1.78777848927817,0.000630631664080766,"Vibrio_Vibrio_vs_NoVibrio",0.913173652694611,2,"TNF receptor-associated factor 2 [EC:2.3.2.27]","Environmental Information Processing"," Signal transduction","Sphingolipid signaling pathway","Up"
"ko04072","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Environmental Information Processing"," Signal transduction","Phospholipase D signaling pathway","Up"
"ko04080","K05200","KXJ13713.1",-1.06423501254267,0.000944862366559252,"Vibrio_Vibrio_vs_NoVibrio",0.614190687361419,4,"glutamate receptor 4","Environmental Information Processing"," Signaling molecules and interaction","Neuroactive ligand-receptor interaction","Down"
"ko04080","K04210","KXJ08563.1",1.27233534245528,0.000282006045908034,"Vibrio_Vibrio_vs_NoVibrio",0.689269081524804,3,"G protein-coupled receptor 83","Environmental Information Processing"," Signaling molecules and interaction","Neuroactive ligand-receptor interaction","Up"
"ko04080","K04223","KXJ14023.1",1.88480726606499,0.0069576268232629,"Vibrio_Vibrio_vs_NoVibrio",0.676959013819096,6,"tachykinin receptor 2","Environmental Information Processing"," Signaling molecules and interaction","Neuroactive ligand-receptor interaction","Up"
"ko04080","K04170","KXJ12740.1",6.36234723007528,0.00465385799477365,"Vibrio_Vibrio_vs_NoVibrio",0.630392564325386,5,"bombesin receptor subtype-3","Environmental Information Processing"," Signaling molecules and interaction","Neuroactive ligand-receptor interaction","Up"
"ko04080","K04231","KXJ13703.1",-1.15551258053412,0.00284884199844202,"Vibrio_Vibrio_vs_NoVibrio",0.819362494487054,4,"galanin receptor 2","Environmental Information Processing"," Signaling molecules and interaction","Neuroactive ligand-receptor interaction","Down"
"ko04080","K01312","KXJ08742.1",2.54232774027229,0.000989123093828247,"Vibrio_Vibrio_vs_NoVibrio",0.669813433671527,3,"trypsin [EC:3.4.21.4]","Environmental Information Processing"," Signaling molecules and interaction","Neuroactive ligand-receptor interaction","Up"
"ko04080","K04142","KXJ16116.1",1.46436304450084,5.01401453615954e-06,"Vibrio_Vibrio_vs_NoVibrio",0.615951029112686,6,"adrenergic receptor beta-2","Environmental Information Processing"," Signaling molecules and interaction","Neuroactive ligand-receptor interaction","Up"
"ko04111","K06685","KXJ13130.1",1.01311653925249,0.000110308307864417,"Vibrio_Vibrio_vs_NoVibrio",0.981394893911271,8,"MOB kinase activator 1","Cellular Processes"," Cell growth and death","Cell cycle - yeast","Up"
"ko04114","K04367","KXJ12961.1",-1.98903247199676,4.88949041010344e-07,"Vibrio_Vibrio_vs_NoVibrio",0.754029336467709,2,"proto-oncogene serine/threonine-protein kinase mos [EC:2.7.11.1]","Cellular Processes"," Cell growth and death","Oocyte meiosis","Down"
"ko04114","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Cellular Processes"," Cell growth and death","Oocyte meiosis","Down"
"ko04114","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Cellular Processes"," Cell growth and death","Oocyte meiosis","Up"
"ko04120","K10581","KXJ13630.1",1.23328736471306,0.00153764502781474,"Vibrio_Vibrio_vs_NoVibrio",0.617088607594937,1,"ubiquitin-conjugating enzyme E2 O [EC:2.3.2.24]","Genetic Information Processing"," Folding, sorting and degradation","Ubiquitin mediated proteolysis","Up"
"ko04122","K21029","KXJ09742.1",1.83124758714961,0.00949259682004613,"Vibrio_Vibrio_vs_NoVibrio",0.514056224899598,1,"molybdopterin-synthase adenylyltransferase [EC:2.7.7.80]","Genetic Information Processing"," Folding, sorting and degradation","Sulfur relay system","Up"
"ko04140","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Cellular Processes"," Transport and catabolism","Autophagy - animal","Up"
"ko04140","K06068","KXJ15884.1",1.74033402538668,5.05246930867459e-06,"Vibrio_Vibrio_vs_NoVibrio",0.923271250366772,5,"novel protein kinase C delta type [EC:2.7.11.13]","Cellular Processes"," Transport and catabolism","Autophagy - animal","Up"
"ko04141","K03173","KXJ06389.1",1.78777848927817,0.000630631664080766,"Vibrio_Vibrio_vs_NoVibrio",0.913173652694611,2,"TNF receptor-associated factor 2 [EC:2.3.2.27]","Genetic Information Processing"," Folding, sorting and degradation","Protein processing in endoplasmic reticulum","Up"
"ko04141","K09540","KXJ14394.1",1.12617944144127,2.39690231521558e-06,"Vibrio_Vibrio_vs_NoVibrio",0.517509638758591,4,"translocation protein SEC63","Genetic Information Processing"," Folding, sorting and degradation","Protein processing in endoplasmic reticulum","Up"
"ko04142","K12389","KXJ15911.1",1.24025020808729,1.07090485891994e-06,"Vibrio_Vibrio_vs_NoVibrio",0.913544930705802,8,"battenin","Cellular Processes"," Transport and catabolism","Lysosome","Up"
"ko04144","K07904","KXJ15742.1",-1.30637727228552,5.46224125536999e-05,"Vibrio_Vibrio_vs_NoVibrio",0.980129999816264,7,"Ras-related protein Rab-11A","Cellular Processes"," Transport and catabolism","Endocytosis","Down"
"ko04145","K08011","KXJ14574.1",2.30774277130537,1.44719929169278e-05,"Vibrio_Vibrio_vs_NoVibrio",0.660413396127682,3,"neutrophil cytosolic factor 1","Cellular Processes"," Transport and catabolism","Phagosome","Up"
"ko04145","K03990","KXJ11955.1",2.43859183627604,2.18641953739121e-08,"Vibrio_Vibrio_vs_NoVibrio",0.652375352204712,4,"complement component 3","Cellular Processes"," Transport and catabolism","Phagosome","Up"
"ko04145","K07374","KXJ10877.1",-1.44450075874675,2.7993922070005e-05,"Vibrio_Vibrio_vs_NoVibrio",0.958936875772619,8,"tubulin alpha","Cellular Processes"," Transport and catabolism","Phagosome","Down"
"ko04146","K00273","KXJ08743.1",-1.03256966380488,0.00011337296551049,"Vibrio_Vibrio_vs_NoVibrio",0.923529787387627,6,"D-amino-acid oxidase [EC:1.4.3.3]","Cellular Processes"," Transport and catabolism","Peroxisome","Down"
"ko04146","K04565","KXJ12716.1",-1.64576655214798,0.00112790065708785,"Vibrio_Vibrio_vs_NoVibrio",0.757575757575758,3,"superoxide dismutase, Cu-Zn family [EC:1.15.1.1]","Cellular Processes"," Transport and catabolism","Peroxisome","Down"
"ko04150","K00408","KXJ13062.1",-1.36034759158753,0.000510205712787799,"Vibrio_Vibrio_vs_NoVibrio",0.935927113010446,6,"wingless-type MMTV integration site family, member 4","Environmental Information Processing"," Signal transduction","mTOR signaling pathway","Down"
"ko04150","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Environmental Information Processing"," Signal transduction","mTOR signaling pathway","Up"
"ko04151","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Environmental Information Processing"," Signal transduction","PI3K-Akt signaling pathway","Up"
"ko04152","K00507","KXJ14065.1",-2.41337795499015,0.000272839338557047,"Vibrio_Vibrio_vs_NoVibrio",0.842384217943539,7,"stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]","Environmental Information Processing"," Signal transduction","AMPK signaling pathway","Down"
"ko04152","K19029","KXJ12195.1",-1.22992688715996,0.00714421874953487,"Vibrio_Vibrio_vs_NoVibrio",0.765365399567665,5,"6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 2 [EC:2.7.1.105 3.1.3.46]","Environmental Information Processing"," Signal transduction","AMPK signaling pathway","Down"
"ko04210","K03173","KXJ06389.1",1.78777848927817,0.000630631664080766,"Vibrio_Vibrio_vs_NoVibrio",0.913173652694611,2,"TNF receptor-associated factor 2 [EC:2.3.2.27]","Cellular Processes"," Cell growth and death","Apoptosis","Up"
"ko04210","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Cellular Processes"," Cell growth and death","Apoptosis","Up"
"ko04210","K07374","KXJ10877.1",-1.44450075874675,2.7993922070005e-05,"Vibrio_Vibrio_vs_NoVibrio",0.958936875772619,8,"tubulin alpha","Cellular Processes"," Cell growth and death","Apoptosis","Down"
"ko04212","K00507","KXJ14065.1",-2.41337795499015,0.000272839338557047,"Vibrio_Vibrio_vs_NoVibrio",0.842384217943539,7,"stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]","Organismal Systems"," Aging","Longevity regulating pathway - worm","Down"
"ko04212","K19767","KXJ12532.1",-1.48564358033449,0.000481015040290947,"Vibrio_Vibrio_vs_NoVibrio",0.657342657342657,2,"heat shock protein Hsp-16.48/Hsp-16.49","Organismal Systems"," Aging","Longevity regulating pathway - worm","Down"
"ko04213","K19767","KXJ12532.1",-1.48564358033449,0.000481015040290947,"Vibrio_Vibrio_vs_NoVibrio",0.657342657342657,2,"heat shock protein Hsp-16.48/Hsp-16.49","Organismal Systems"," Aging","Longevity regulating pathway - multiple species","Down"
"ko04213","K04565","KXJ12716.1",-1.64576655214798,0.00112790065708785,"Vibrio_Vibrio_vs_NoVibrio",0.757575757575758,3,"superoxide dismutase, Cu-Zn family [EC:1.15.1.1]","Organismal Systems"," Aging","Longevity regulating pathway - multiple species","Down"
"ko04214","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Cellular Processes"," Cell growth and death","Apoptosis - fly","Up"
"ko04216","K05361","KXJ12235.1",-1.42022705767054,3.69045382749588e-09,"Vibrio_Vibrio_vs_NoVibrio",0.712861133399985,7,"phospholipid-hydroperoxide glutathione peroxidase [EC:1.11.1.12]","Cellular Processes"," Cell growth and death","Ferroptosis","Down"
"ko04217","K03173","KXJ06389.1",1.78777848927817,0.000630631664080766,"Vibrio_Vibrio_vs_NoVibrio",0.913173652694611,2,"TNF receptor-associated factor 2 [EC:2.3.2.27]","Cellular Processes"," Cell growth and death","Necroptosis","Up"
"ko04217","K09849","KXJ16628.1",1.66076507281309,0.00180220827492833,"Vibrio_Vibrio_vs_NoVibrio",0.904043036492217,2,"TNF receptor-associated factor 5","Cellular Processes"," Cell growth and death","Necroptosis","Up"
"ko04218","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Cellular Processes"," Cell growth and death","Cellular senescence","Down"
"ko04218","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Cellular Processes"," Cell growth and death","Cellular senescence","Up"
"ko04261","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Organismal Systems"," Circulatory system","Adrenergic signaling in cardiomyocytes","Down"
"ko04261","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Circulatory system","Adrenergic signaling in cardiomyocytes","Up"
"ko04261","K04142","KXJ16116.1",1.46436304450084,5.01401453615954e-06,"Vibrio_Vibrio_vs_NoVibrio",0.615951029112686,6,"adrenergic receptor beta-2","Organismal Systems"," Circulatory system","Adrenergic signaling in cardiomyocytes","Up"
"ko04270","K06068","KXJ15884.1",1.74033402538668,5.05246930867459e-06,"Vibrio_Vibrio_vs_NoVibrio",0.923271250366772,5,"novel protein kinase C delta type [EC:2.7.11.13]","Organismal Systems"," Circulatory system","Vascular smooth muscle contraction","Up"
"ko04270","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Organismal Systems"," Circulatory system","Vascular smooth muscle contraction","Down"
"ko04270","K01047","KXJ14279.1",1.65296242112751,0.00931027052604788,"Vibrio_Vibrio_vs_NoVibrio",0.835616438356164,1,"secretory phospholipase A2 [EC:3.1.1.4]","Organismal Systems"," Circulatory system","Vascular smooth muscle contraction","Up"
"ko04270","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Circulatory system","Vascular smooth muscle contraction","Up"
"ko04310","K00408","KXJ13062.1",-1.36034759158753,0.000510205712787799,"Vibrio_Vibrio_vs_NoVibrio",0.935927113010446,6,"wingless-type MMTV integration site family, member 4","Environmental Information Processing"," Signal transduction","Wnt signaling pathway","Down"
"ko04320","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Development","Dorso-ventral axis formation","Up"
"ko04320","K02156","KXJ16819.1",1.34824417539222,1.6029212571466e-05,"Vibrio_Vibrio_vs_NoVibrio",0.649553980929659,7,"aubergine","Organismal Systems"," Development","Dorso-ventral axis formation","Up"
"ko04350","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Environmental Information Processing"," Signal transduction","TGF-beta signaling pathway","Up"
"ko04360","K00408","KXJ13062.1",-1.36034759158753,0.000510205712787799,"Vibrio_Vibrio_vs_NoVibrio",0.935927113010446,6,"wingless-type MMTV integration site family, member 4","Organismal Systems"," Development","Axon guidance","Down"
"ko04360","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Development","Axon guidance","Up"
"ko04370","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Environmental Information Processing"," Signal transduction","VEGF signaling pathway","Up"
"ko04371","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Environmental Information Processing"," Signal transduction","Apelin signaling pathway","Down"
"ko04371","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Environmental Information Processing"," Signal transduction","Apelin signaling pathway","Up"
"ko04380","K08011","KXJ14574.1",2.30774277130537,1.44719929169278e-05,"Vibrio_Vibrio_vs_NoVibrio",0.660413396127682,3,"neutrophil cytosolic factor 1","Organismal Systems"," Development","Osteoclast differentiation","Up"
"ko04380","K03173","KXJ06389.1",1.78777848927817,0.000630631664080766,"Vibrio_Vibrio_vs_NoVibrio",0.913173652694611,2,"TNF receptor-associated factor 2 [EC:2.3.2.27]","Organismal Systems"," Development","Osteoclast differentiation","Up"
"ko04380","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Development","Osteoclast differentiation","Up"
"ko04390","K06685","KXJ13130.1",1.01311653925249,0.000110308307864417,"Vibrio_Vibrio_vs_NoVibrio",0.981394893911271,8,"MOB kinase activator 1","Environmental Information Processing"," Signal transduction","Hippo signaling pathway","Up"
"ko04390","K00408","KXJ13062.1",-1.36034759158753,0.000510205712787799,"Vibrio_Vibrio_vs_NoVibrio",0.935927113010446,6,"wingless-type MMTV integration site family, member 4","Environmental Information Processing"," Signal transduction","Hippo signaling pathway","Down"
"ko04390","K16682","KXJ08883.1",-1.51069277270195,0.0009330894349337,"Vibrio_Vibrio_vs_NoVibrio",0.507537688442211,1,"LIM domain-containing protein","Environmental Information Processing"," Signal transduction","Hippo signaling pathway","Down"
"ko04391","K06685","KXJ13130.1",1.01311653925249,0.000110308307864417,"Vibrio_Vibrio_vs_NoVibrio",0.981394893911271,8,"MOB kinase activator 1","Environmental Information Processing"," Signal transduction","Hippo signaling pathway - fly","Up"
"ko04391","K16682","KXJ08883.1",-1.51069277270195,0.0009330894349337,"Vibrio_Vibrio_vs_NoVibrio",0.507537688442211,1,"LIM domain-containing protein","Environmental Information Processing"," Signal transduction","Hippo signaling pathway - fly","Down"
"ko04392","K06685","KXJ13130.1",1.01311653925249,0.000110308307864417,"Vibrio_Vibrio_vs_NoVibrio",0.981394893911271,8,"MOB kinase activator 1","Environmental Information Processing"," Signal transduction","Hippo signaling pathway - multiple species","Up"
"ko04392","K16682","KXJ08883.1",-1.51069277270195,0.0009330894349337,"Vibrio_Vibrio_vs_NoVibrio",0.507537688442211,1,"LIM domain-containing protein","Environmental Information Processing"," Signal transduction","Hippo signaling pathway - multiple species","Down"
"ko04510","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Cellular Processes"," Cellular community - eukaryotes","Focal adhesion","Up"
"ko04510","K04437","KXJ05538.1",1.68532543791687,0.00662622877216786,"Vibrio_Vibrio_vs_NoVibrio",0.584597432905484,3,"filamin","Cellular Processes"," Cellular community - eukaryotes","Focal adhesion","Up"
"ko04520","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Cellular Processes"," Cellular community - eukaryotes","Adherens junction","Up"
"ko04530","K06109","KXJ15994.1",-1.02193997384772,0.000424378170611535,"Vibrio_Vibrio_vs_NoVibrio",0.817319416670731,2,"Ras-related protein Rab-13","Cellular Processes"," Cellular community - eukaryotes","Tight junction","Down"
"ko04530","K07374","KXJ10877.1",-1.44450075874675,2.7993922070005e-05,"Vibrio_Vibrio_vs_NoVibrio",0.958936875772619,8,"tubulin alpha","Cellular Processes"," Cellular community - eukaryotes","Tight junction","Down"
"ko04540","K07374","KXJ10877.1",-1.44450075874675,2.7993922070005e-05,"Vibrio_Vibrio_vs_NoVibrio",0.958936875772619,8,"tubulin alpha","Cellular Processes"," Cellular community - eukaryotes","Gap junction","Down"
"ko04540","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Cellular Processes"," Cellular community - eukaryotes","Gap junction","Up"
"ko04550","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Cellular Processes"," Cellular community - eukaryotes","Signaling pathways regulating pluripotency of stem cells","Up"
"ko04550","K00408","KXJ13062.1",-1.36034759158753,0.000510205712787799,"Vibrio_Vibrio_vs_NoVibrio",0.935927113010446,6,"wingless-type MMTV integration site family, member 4","Cellular Processes"," Cellular community - eukaryotes","Signaling pathways regulating pluripotency of stem cells","Down"
"ko04550","K11488","KXJ15730.1",1.31815751843386,1.48347475562982e-05,"Vibrio_Vibrio_vs_NoVibrio",0.930716539213333,4,"polycomb group RING finger protein 3","Cellular Processes"," Cellular community - eukaryotes","Signaling pathways regulating pluripotency of stem cells","Up"
"ko04610","K04003","KXJ11932.1",4.0939620305496,0.000560641485041526,"Vibrio_Vibrio_vs_NoVibrio",0.579365079365079,1,"complement component 4 binding protein, beta","Organismal Systems"," Immune system","Complement and coagulation cascades","Up"
"ko04610","K03909","KXJ11082.1",2.02812621056966,0.000300175180184734,"Vibrio_Vibrio_vs_NoVibrio",0.637704678362573,3,"tissue factor pathway inhibitor","Organismal Systems"," Immune system","Complement and coagulation cascades","Up"
"ko04610","K03990","KXJ11955.1",2.43859183627604,2.18641953739121e-08,"Vibrio_Vibrio_vs_NoVibrio",0.652375352204712,4,"complement component 3","Organismal Systems"," Immune system","Complement and coagulation cascades","Up"
"ko04610","K03910","KXJ15600.1",1.85896531107224,1.5171445446742e-08,"Vibrio_Vibrio_vs_NoVibrio",0.613311527851411,2,"alpha-2-macroglobulin","Organismal Systems"," Immune system","Complement and coagulation cascades","Up"
"ko04611","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Immune system","Platelet activation","Up"
"ko04612","K06696","KXJ10301.1",1.09005652003007,0.00133407204579315,"Vibrio_Vibrio_vs_NoVibrio",0.907630522088353,4,"proteasome activator subunit 1 (PA28 alpha)","Organismal Systems"," Immune system","Antigen processing and presentation","Up"
"ko04620","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Immune system","Toll-like receptor signaling pathway","Up"
"ko04621","K20876","KXJ07538.1",5.96884579180009,0.00187489183766373,"Vibrio_Vibrio_vs_NoVibrio",0.657284768211921,4,"NIMA (never in mitosis gene a)-related kinase 7 [EC:2.7.11.1]","Organismal Systems"," Immune system","NOD-like receptor signaling pathway","Up"
"ko04621","K06068","KXJ15884.1",1.74033402538668,5.05246930867459e-06,"Vibrio_Vibrio_vs_NoVibrio",0.923271250366772,5,"novel protein kinase C delta type [EC:2.7.11.13]","Organismal Systems"," Immune system","NOD-like receptor signaling pathway","Up"
"ko04621","K20865","KXJ05589.1",1.05327301831107,0.00467835785909147,"Vibrio_Vibrio_vs_NoVibrio",0.51555136663525,1,"NACHT, LRR and PYD domains-containing protein 12","Organismal Systems"," Immune system","NOD-like receptor signaling pathway","Up"
"ko04621","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Immune system","NOD-like receptor signaling pathway","Up"
"ko04621","K09849","KXJ16628.1",1.66076507281309,0.00180220827492833,"Vibrio_Vibrio_vs_NoVibrio",0.904043036492217,2,"TNF receptor-associated factor 5","Organismal Systems"," Immune system","NOD-like receptor signaling pathway","Up"
"ko04621","K03173","KXJ06389.1",1.78777848927817,0.000630631664080766,"Vibrio_Vibrio_vs_NoVibrio",0.913173652694611,2,"TNF receptor-associated factor 2 [EC:2.3.2.27]","Organismal Systems"," Immune system","NOD-like receptor signaling pathway","Up"
"ko04622","K03173","KXJ06389.1",1.78777848927817,0.000630631664080766,"Vibrio_Vibrio_vs_NoVibrio",0.913173652694611,2,"TNF receptor-associated factor 2 [EC:2.3.2.27]","Organismal Systems"," Immune system","RIG-I-like receptor signaling pathway","Up"
"ko04622","K12649","KXJ06110.1",1.68871924334656,0.000266473830618041,"Vibrio_Vibrio_vs_NoVibrio",0.553097345132743,2,"ATP-dependent RNA helicase DHX58 [EC:3.6.4.13]","Organismal Systems"," Immune system","RIG-I-like receptor signaling pathway","Up"
"ko04625","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Immune system","C-type lectin receptor signaling pathway","Up"
"ko04625","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Organismal Systems"," Immune system","C-type lectin receptor signaling pathway","Down"
"ko04625","K06068","KXJ15884.1",1.74033402538668,5.05246930867459e-06,"Vibrio_Vibrio_vs_NoVibrio",0.923271250366772,5,"novel protein kinase C delta type [EC:2.7.11.13]","Organismal Systems"," Immune system","C-type lectin receptor signaling pathway","Up"
"ko04626","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Organismal Systems"," Environmental adaptation","Plant-pathogen interaction","Down"
"ko04650","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Immune system","Natural killer cell mediated cytotoxicity","Up"
"ko04657","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Immune system","IL-17 signaling pathway","Up"
"ko04657","K03173","KXJ06389.1",1.78777848927817,0.000630631664080766,"Vibrio_Vibrio_vs_NoVibrio",0.913173652694611,2,"TNF receptor-associated factor 2 [EC:2.3.2.27]","Organismal Systems"," Immune system","IL-17 signaling pathway","Up"
"ko04657","K09849","KXJ16628.1",1.66076507281309,0.00180220827492833,"Vibrio_Vibrio_vs_NoVibrio",0.904043036492217,2,"TNF receptor-associated factor 5","Organismal Systems"," Immune system","IL-17 signaling pathway","Up"
"ko04658","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Immune system","Th1 and Th2 cell differentiation","Up"
"ko04659","K08526","KXJ14931.1",-1.47319826460882,0.000542813104468966,"Vibrio_Vibrio_vs_NoVibrio",0.684424715049345,3,"retinoid X receptor gamma","Organismal Systems"," Immune system","Th17 cell differentiation","Down"
"ko04659","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Immune system","Th17 cell differentiation","Up"
"ko04660","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Immune system","T cell receptor signaling pathway","Up"
